Global_Cluster_000000	ROC_gene107904,ROC_gene075683,ROC_gene086804,ROC_gene136901,ROC_gene117014,ROC_gene325159,ROC_gene203384
Global_Cluster_000001	ROC_gene107903,ROC_gene075682,ROC_gene086806,ROC_gene136903,ROC_gene117011,ROC_gene325161
Global_Cluster_000002	ROC_gene107902,ROC_gene075681,ROC_gene162837,ROC_gene086807,ROC_gene179597,ROC_gene196491,ROC_gene136904,ROC_gene117009,ROC_gene325162,ROC_gene203385
Global_Cluster_000003	ROC_gene107901,ROC_gene075680,ROC_gene162836,ROC_gene086808,ROC_gene103165,ROC_gene196492,ROC_gene136905,ROC_gene117008,ROC_gene325163,ROC_gene203386
Global_Cluster_000004	ROC_gene107898,ROC_gene075677,ROC_gene162833,ROC_gene086811,ROC_gene103168,ROC_gene196495,ROC_gene136908,ROC_gene117005,ROC_gene325166,ROC_gene203389
Global_Cluster_000005	ROC_gene107897,ROC_gene075676,ROC_gene162832,ROC_gene086812,ROC_gene103169,ROC_gene196496,ROC_gene136909,ROC_gene117004,ROC_gene325167,ROC_gene203390
Global_Cluster_000006	ROC_gene107896,ROC_gene075675,ROC_gene162831,ROC_gene086813,ROC_gene179592,ROC_gene196497,ROC_gene136910,ROC_gene324659,ROC_gene325168,ROC_gene203391
Global_Cluster_000007	ROC_gene107893,ROC_gene075673,ROC_gene162829,ROC_gene179600,ROC_gene086815,ROC_gene103172,ROC_gene154295,ROC_gene136912,ROC_gene324661,ROC_gene270504,ROC_gene203393
Global_Cluster_000008	ROC_gene107892,ROC_gene075672,ROC_gene179601,ROC_gene086816,ROC_gene103173,ROC_gene154296,ROC_gene136913,ROC_gene324662,ROC_gene325171,ROC_gene203394
Global_Cluster_000009	ROC_gene107887,ROC_gene075666,ROC_gene290326,ROC_gene179607,ROC_gene086822,ROC_gene268132,ROC_gene154301,ROC_gene159744,ROC_gene290329,ROC_gene325775
Global_Cluster_000010	ROC_gene050440,ROC_gene276310,ROC_gene127209,ROC_gene179609,ROC_gene086824,ROC_gene268133,ROC_gene154304,ROC_gene159742,ROC_gene130458,ROC_gene116394
Global_Cluster_000011	ROC_gene107883,ROC_gene276318,ROC_gene127211,ROC_gene179612,ROC_gene086826,ROC_gene268136,ROC_gene154307,ROC_gene159739,ROC_gene324669,ROC_gene203401
Global_Cluster_000012	ROC_gene107881,ROC_gene276316,ROC_gene127212,ROC_gene179614,ROC_gene086829,ROC_gene268137,ROC_gene154309,ROC_gene159737,ROC_gene290333,ROC_gene325779
Global_Cluster_000013	ROC_gene107880,ROC_gene276315,ROC_gene127213,ROC_gene179615,ROC_gene086830,ROC_gene268138,ROC_gene154310,ROC_gene159736,ROC_gene290334,ROC_gene325780
Global_Cluster_000014	ROC_gene107879,ROC_gene276314,ROC_gene127214,ROC_gene179616,ROC_gene086832,ROC_gene268140,ROC_gene154311,ROC_gene159735,ROC_gene290335,ROC_gene325781
Global_Cluster_000015	ROC_gene107878,ROC_gene276313,ROC_gene127215,ROC_gene179617,ROC_gene086833,ROC_gene268141,ROC_gene154312,ROC_gene159734,ROC_gene290336,ROC_gene325782
Global_Cluster_000016	ROC_gene050437,ROC_gene276307,ROC_gene127223,ROC_gene184374,ROC_gene086838,ROC_gene187706,ROC_gene322710,ROC_gene243952,ROC_gene130462,ROC_gene116398
Global_Cluster_000017	ROC_gene050434,ROC_gene276304,ROC_gene127226,ROC_gene281223,ROC_gene086840,ROC_gene187708,ROC_gene322712,ROC_gene243954,ROC_gene281225,ROC_gene033900
Global_Cluster_000018	ROC_gene050432,ROC_gene276302,ROC_gene127228,ROC_gene216728,ROC_gene086843,ROC_gene120208,ROC_gene322715,ROC_gene281226,ROC_gene033902
Global_Cluster_000019	ROC_gene050429,ROC_gene276299,ROC_gene127231,ROC_gene086846,ROC_gene156703,ROC_gene322718,ROC_gene281229,ROC_gene116406
Global_Cluster_000020	ROC_gene050427,ROC_gene276298,ROC_gene127234,ROC_gene156705,ROC_gene322719,ROC_gene270790,ROC_gene033907
Global_Cluster_000021	ROC_gene050421,ROC_gene190303,ROC_gene127240,ROC_gene290302,ROC_gene287554,ROC_gene156707,ROC_gene322722,ROC_gene243964,ROC_gene281230,ROC_gene033908
Global_Cluster_000022	ROC_gene280661,ROC_gene190301,ROC_gene127236,ROC_gene290300,ROC_gene287553,ROC_gene101693,ROC_gene322723,ROC_gene244018,ROC_gene281231,ROC_gene033971
Global_Cluster_000023	ROC_gene050424,ROC_gene190300,ROC_gene127237,ROC_gene290299,ROC_gene287552,ROC_gene156709,ROC_gene322724,ROC_gene243959,ROC_gene281232,ROC_gene116412
Global_Cluster_000024	ROC_gene050423,ROC_gene190298,ROC_gene127238,ROC_gene156712,ROC_gene234692,ROC_gene243962,ROC_gene128069,ROC_gene033913
Global_Cluster_000025	ROC_gene050422,ROC_gene190297,ROC_gene127239,ROC_gene156713,ROC_gene322728,ROC_gene243963,ROC_gene128068,ROC_gene116416
Global_Cluster_000026	ROC_gene050418,ROC_gene234686,ROC_gene112768,ROC_gene077406,ROC_gene183881,ROC_gene158106,ROC_gene322732,ROC_gene243967,ROC_gene116420
Global_Cluster_000027	ROC_gene050416,ROC_gene234684,ROC_gene112771,ROC_gene077405,ROC_gene158107,ROC_gene322733,ROC_gene243968,ROC_gene033921
Global_Cluster_000028	ROC_gene318675,ROC_gene234672,ROC_gene112782,ROC_gene077398,ROC_gene188668,ROC_gene243976,ROC_gene205867
Global_Cluster_000029	ROC_gene050406,ROC_gene234671,ROC_gene112783,ROC_gene077397,ROC_gene188667,ROC_gene243977,ROC_gene033931
Global_Cluster_000030	ROC_gene318656,ROC_gene142948,ROC_gene112804,ROC_gene077378,ROC_gene168989,ROC_gene243996,ROC_gene106088,ROC_gene033951
Global_Cluster_000031	ROC_gene050384,ROC_gene142949,ROC_gene112805,ROC_gene077376,ROC_gene168988,ROC_gene243997,ROC_gene106087,ROC_gene205847
Global_Cluster_000032	ROC_gene050380,ROC_gene142956,ROC_gene171497,ROC_gene077371,ROC_gene168980,ROC_gene244004,ROC_gene033960
Global_Cluster_000033	ROC_gene050378,ROC_gene142959,ROC_gene171495,ROC_gene280649
Global_Cluster_000034	ROC_gene318643,ROC_gene142960,ROC_gene171494,ROC_gene077368,ROC_gene101685,ROC_gene280650,ROC_gene244006,ROC_gene205835
Global_Cluster_000035	ROC_gene050371,ROC_gene142964,ROC_gene171489,ROC_gene282970,ROC_gene101690,ROC_gene244012,ROC_gene047851,ROC_gene205828
Global_Cluster_000036	ROC_gene318635,ROC_gene142965,ROC_gene171488,ROC_gene282971,ROC_gene101691,ROC_gene194198,ROC_gene244023,ROC_gene205818
Global_Cluster_000037	ROC_gene280651,ROC_gene142958,ROC_gene171496,ROC_gene077369,ROC_gene101684,ROC_gene280648,ROC_gene244005,ROC_gene033961
Global_Cluster_000038	ROC_gene050375,ROC_gene142962,ROC_gene171492,ROC_gene077366,ROC_gene101687,ROC_gene244008,ROC_gene033965
Global_Cluster_000039	ROC_gene106528,ROC_gene319658,ROC_gene047760,ROC_gene070483,ROC_gene101703,ROC_gene167520,ROC_gene262136,ROC_gene123649,ROC_gene205811
Global_Cluster_000040	ROC_gene106530,ROC_gene319656,ROC_gene047758,ROC_gene070485,ROC_gene101705,ROC_gene323582,ROC_gene262134,ROC_gene123651
Global_Cluster_000041	ROC_gene318608,ROC_gene319652,ROC_gene047754,ROC_gene070489,ROC_gene122797,ROC_gene178234,ROC_gene323578,ROC_gene262130,ROC_gene123657,ROC_gene205800
Global_Cluster_000042	ROC_gene318607,ROC_gene319651,ROC_gene047753,ROC_gene070490,ROC_gene122796,ROC_gene178235,ROC_gene323577,ROC_gene262129,ROC_gene123658,ROC_gene205799
Global_Cluster_000043	ROC_gene318606,ROC_gene319650,ROC_gene047752,ROC_gene070491,ROC_gene122795,ROC_gene178236,ROC_gene323576,ROC_gene262128,ROC_gene123659,ROC_gene205798
Global_Cluster_000044	ROC_gene106540,ROC_gene319642,ROC_gene047742,ROC_gene070496,ROC_gene122789,ROC_gene323570,ROC_gene262120,ROC_gene205791
Global_Cluster_000045	ROC_gene106546,ROC_gene319637,ROC_gene047736,ROC_gene007745,ROC_gene122782,ROC_gene323563,ROC_gene262115,ROC_gene018512
Global_Cluster_000046	ROC_gene106552,ROC_gene319630,ROC_gene047728,ROC_gene127788,ROC_gene205779,ROC_gene262108,ROC_gene018518
Global_Cluster_000047	ROC_gene106553,ROC_gene108474,ROC_gene047727,ROC_gene205778,ROC_gene324309,ROC_gene190925,ROC_gene018519
Global_Cluster_000048	ROC_gene120336,ROC_gene108454,ROC_gene047702,ROC_gene110429,ROC_gene007771,ROC_gene205756,ROC_gene118917,ROC_gene324289
Global_Cluster_000049	ROC_gene120335,ROC_gene108453,ROC_gene047701,ROC_gene110428,ROC_gene007772,ROC_gene205755,ROC_gene118916,ROC_gene324288,ROC_gene190599
Global_Cluster_000050	ROC_gene120334,ROC_gene108452,ROC_gene047700,ROC_gene110427,ROC_gene007773,ROC_gene205754,ROC_gene118915,ROC_gene324287,ROC_gene190598
Global_Cluster_000051	ROC_gene120333,ROC_gene108450,ROC_gene047698,ROC_gene110424,ROC_gene007775,ROC_gene205752,ROC_gene118913,ROC_gene324285,ROC_gene190596
Global_Cluster_000052	ROC_gene120332,ROC_gene108449,ROC_gene047697,ROC_gene110423,ROC_gene007776,ROC_gene205751,ROC_gene118912,ROC_gene323795,ROC_gene190595
Global_Cluster_000053	ROC_gene120328,ROC_gene108447,ROC_gene047694,ROC_gene110411,ROC_gene007778,ROC_gene205749,ROC_gene118909,ROC_gene324282,ROC_gene190593,ROC_gene183108
Global_Cluster_000054	ROC_gene120327,ROC_gene108446,ROC_gene047693,ROC_gene110420,ROC_gene118908,ROC_gene323792
Global_Cluster_000055	ROC_gene120315,ROC_gene071795,ROC_gene110408,ROC_gene007786,ROC_gene323780,ROC_gene246986,ROC_gene183110
Global_Cluster_000056	ROC_gene120312,ROC_gene071798,ROC_gene167255,ROC_gene110405,ROC_gene007789,ROC_gene323777,ROC_gene246983,ROC_gene183113
Global_Cluster_000057	ROC_gene097605,ROC_gene071808,ROC_gene007799,ROC_gene206691,ROC_gene323397,ROC_gene246974,ROC_gene177782,ROC_gene066318
Global_Cluster_000058	ROC_gene097602,ROC_gene071810,ROC_gene007800,ROC_gene206693,ROC_gene323378,ROC_gene246971,ROC_gene239566,ROC_gene066315
Global_Cluster_000059	ROC_gene097599,ROC_gene071813,ROC_gene007803,ROC_gene206695,ROC_gene323375,ROC_gene246968,ROC_gene066312
Global_Cluster_000060	ROC_gene097598,ROC_gene110681,ROC_gene200306,ROC_gene070331,ROC_gene206696,ROC_gene323507,ROC_gene246962,ROC_gene276063
Global_Cluster_000061	ROC_gene097595,ROC_gene110683,ROC_gene070333,ROC_gene206701,ROC_gene323369,ROC_gene246961,ROC_gene247067,ROC_gene276066
Global_Cluster_000062	ROC_gene097582,ROC_gene110667,ROC_gene182933,ROC_gene070345,ROC_gene206712,ROC_gene323418,ROC_gene246949,ROC_gene291001,ROC_gene276081
Global_Cluster_000063	ROC_gene097580,ROC_gene110665,ROC_gene182934,ROC_gene007819,ROC_gene206713,ROC_gene323419,ROC_gene246948,ROC_gene291002,ROC_gene276082
Global_Cluster_000064	ROC_gene097579,ROC_gene110663,ROC_gene294796,ROC_gene007821,ROC_gene206714,ROC_gene323420,ROC_gene246946,ROC_gene291003,ROC_gene276083
Global_Cluster_000065	ROC_gene097578,ROC_gene110662,ROC_gene070349,ROC_gene206716,ROC_gene323422
Global_Cluster_000066	ROC_gene097577,ROC_gene110661,ROC_gene070350,ROC_gene206717,ROC_gene323423,ROC_gene246945,ROC_gene291004,ROC_gene276084
Global_Cluster_000067	ROC_gene097573,ROC_gene110659,ROC_gene276091,ROC_gene070356,ROC_gene206721,ROC_gene323427,ROC_gene246943,ROC_gene291007,ROC_gene276088
Global_Cluster_000068	ROC_gene168076,ROC_gene156493,ROC_gene179014,ROC_gene234364,ROC_gene114302,ROC_gene206736,ROC_gene323442,ROC_gene246930
Global_Cluster_000069	ROC_gene228392,ROC_gene081980,ROC_gene166361,ROC_gene145928,ROC_gene114322,ROC_gene225687,ROC_gene206753,ROC_gene323946,ROC_gene179252
Global_Cluster_000070	ROC_gene228391,ROC_gene081981,ROC_gene166360,ROC_gene145929,ROC_gene114323,ROC_gene225688,ROC_gene206754,ROC_gene323945,ROC_gene179253
Global_Cluster_000071	ROC_gene228390,ROC_gene081983,ROC_gene166357,ROC_gene145930,ROC_gene114324,ROC_gene225690,ROC_gene267264,ROC_gene323944,ROC_gene145809,ROC_gene179254
Global_Cluster_000072	ROC_gene228388,ROC_gene081984,ROC_gene166355,ROC_gene145931,ROC_gene225691,ROC_gene206756,ROC_gene324315,ROC_gene179256
Global_Cluster_000073	ROC_gene228387,ROC_gene081985,ROC_gene166354,ROC_gene145932,ROC_gene225692,ROC_gene324314,ROC_gene179257
Global_Cluster_000074	ROC_gene228386,ROC_gene081986,ROC_gene166353,ROC_gene145933,ROC_gene225693,ROC_gene206757,ROC_gene324313,ROC_gene179258
Global_Cluster_000075	ROC_gene228382,ROC_gene081990,ROC_gene166350,ROC_gene291172,ROC_gene225697,ROC_gene206761,ROC_gene323467
Global_Cluster_000076	ROC_gene228369,ROC_gene272972,ROC_gene176819,ROC_gene192277,ROC_gene225709,ROC_gene267265,ROC_gene228366,ROC_gene324706,ROC_gene145810,ROC_gene196070
